c_code,occurence,proportion,rank,color_name,year
#591512,2151,0.004334107065138547,18.0,maroon,1993
#7D857A,1654,0.003332688556828989,19.0,darkseagreen,1993
#7B739A,1598,0.0032198526685687573,20.0,mediumpurple,1993
#9B99B1,1507,0.003036494350145881,21.0,lavender,1993
#D0BCBB,1500,0.0030223898641133515,22.0,mistyrose,1993
#72545E,1205,0.002427986524171059,23.0,mediumvioletred,1993
#3D3C66,967,0.001948433999065074,24.0,darkslateblue,1993
#422D2C,160107,0.27692363572210604,1.0,maroon,1994
#846B4D,83695,0.1447602146799432,2.0,darkgoldenrod,1994
#B59D83,75235,0.13012766296009948,3.0,tan,1994
#5C4942,63661,0.11010908688380266,4.0,saddlebrown,1994
#221215,52456,0.09072873912720116,5.0,navy,1994
#5E332D,30608,0.052940087829902636,6.0,maroon,1994
#E9D7C9,29239,0.05057224346767261,7.0,seashell,1994
#7C685F,13081,0.022625107452396643,8.0,sienna,1994
#7C3732,9614,0.016628528632928775,9.0,brown,1994
#9E7F51,9525,0.016474592805143188,10.0,darkgoldenrod,1994
#DEA383,8549,0.014786487547629302,11.0,lightsalmon,1994
#A84937,8544,0.014777839467416629,12.0,firebrick,1994
#764D3B,7922,0.013702018288960035,13.0,sienna,1994
#C3B8B2,4854,0.00839555627046352,14.0,seashell,1994
#998881,3931,0.006799120663203976,15.0,darksalmon,1994
#926339,3512,0.006074411541381929,16.0,peru,1994
#3D151D,3328,0.005756162189555541,17.0,maroon,1994
#5C5B46,2109,0.0036477602337057196,18.0,darkolivegreen,1994
#312332,1989,0.0034402063086015535,19.0,indigo,1994
#E1BFA4,1346,0.00232806319325173,20.0,peachpuff,1994
#C5A375,1271,0.0021983419900616264,21.0,tan,1994
#665962,1267,0.0021914235258914875,22.0,darkmagenta,1994
#3E2113,1201,0.002077268867084196,23.0,maroon,1994
#985542,1119,0.0019354403515963491,24.0,sienna,1994
#6C8687,340019,0.5106678561559072,1.0,cadetblue,1995
#8C8C80,105736,0.15880282113205735,2.0,ivory,1995
#494041,101173,0.15194974107582693,3.0,maroon,1995
#486467,35012,0.05258383496137164,4.0,darkslategray,1995
#B19F87,22810,0.034257890879380984,5.0,tan,1995
#2C272D,21158,0.031776784534236865,6.0,midnightblue,1995
#91A5A3,17395,0.026125208761369235,7.0,cadetblue,1995
#EAEBED,4935,0.007411779547994089,8.0,ghostwhite,1995
#6A6D66,4746,0.0071279241610496345,9.0,darkolivegreen,1995
#A7BBD4,3064,0.00460176140527941,10.0,lightsteelblue,1995
#486D42,2096,0.0031479412224104577,11.0,darkgreen,1995
#507085,1433,0.002152194547573562,12.0,steelblue,1995
#B8B1AB,1093,0.0016415552271443847,13.0,linen,1995
#785D54,1026,0.0015409292434127528,14.0,sienna,1995
#160D10,941,0.0014132694133054584,15.0,navy,1995
#34454F,933,0.0014012543704718307,16.0,slategray,1995
#344731,471,0.000707385646829831,17.0,darkgreen,1995
#7E8DA0,423,0.0006352953898280647,18.0,lightslategray,1995
#D8BE9D,415,0.000623280346994437,19.0,tan,1995
#EAB879,281,0.00042202837953117306,20.0,burlywood,1995
#9F8176,242,0.000363455045717238,21.0,darksalmon,1995
#A88C65,195,0.00029286666906967523,22.0,tan,1995
#33221A,119,0.00017872376215021207,23.0,maroon,1995
#698974,116,0.0001742181210876017,24.0,seagreen,1995
#B51E13,52862,0.10367456127276008,1.0,firebrick,1996
#482C29,48924,0.0959512359673965,2.0,maroon,1996
#E0DBC8,42428,0.08321108330522237,3.0,cornsilk,1996
#28292D,37312,0.07317742859160123,4.0,midnightblue,1996
#DB2035,33143,0.06500105906441465,5.0,crimson,1996
#C25711,30521,0.05985871296216394,6.0,chocolate,1996
#822A26,26149,0.05128421366428443,7.0,darkred,1996
#C8BE9B,24360,0.047775572483153034,8.0,cornsilk,1996
#7E6143,24114,0.047293109805367495,9.0,peru,1996
#51402E,20071,0.039363855308266194,10.0,saddlebrown,1996
#59281A,16253,0.03187587765060288,11.0,maroon,1996
#A93236,16189,0.03175035890516274,12.0,brown,1996
#DF7A1E,14448,0.028335856783111454,13.0,darkorange,1996
#B9856F,13943,0.027345435432372854,14.0,darksalmon,1996
#7D7D7D,13529,0.02653348604780695,15.0,gray,1996
#998155,13091,0.025674467133700998,16.0,darkgoldenrod,1996
#E55322,11942,0.023421013406970996,17.0,orangered,1996
#ACA499,11811,0.023164092224898212,18.0,antiquewhite,1996
#44494F,10469,0.02053212103145029,19.0,blue,1996
#2C2F1A,10247,0.020096727883204806,20.0,darkolivegreen,1996
#8F4844,9917,0.01944952185202909,21.0,brown,1996
#7D4B2A,9719,0.019061198233323657,22.0,saddlebrown,1996
#A42F1E,9330,0.01829827960869531,23.0,firebrick,1996
#284788,9112,0.017870731382039838,24.0,royalblue,1996
#0F1209,155029,0.3634750151810353,1.0,darkgreen,1997
#918C6E,76452,0.1792464110625787,2.0,darkkhaki,1997
#484A47,54168,0.1270002039768451,3.0,dimgray,1997
#181F27,33514,0.07857563203514967,4.0,midnightblue,1997
#CBCCC4,28446,0.06669339466706055,5.0,ivory,1997
#736D53,20007,0.04690764069127049,6.0,olive,1997
#B4AF92,11277,0.026439619337004918,7.0,cornsilk,1997
#D0B27E,6545,0.015345154612104032,8.0,tan,1997
#291810,6320,0.014817628288540488,9.0,maroon,1997
#B0C2CE,4424,0.010372339801978341,10.0,lightsteelblue,1997
#4E1D0E,3733,0.00875224784827874,11.0,maroon,1997
#2D404E,3297,0.007730019061284492,12.0,slategray,1997
#1F233C,3136,0.0073525446697567986,13.0,midnightblue,1997
#A78A5E,2722,0.006381896234399874,14.0,tan,1997
#55351E,2688,0.0063021811455058275,15.0,saddlebrown,1997
#839AAC,2624,0.0061521292134699744,16.0,lightslategray,1997
#53513A,2211,0.00518382533955111,17.0,darkolivegreen,1997
#E0D7BA,1945,0.004560171997027096,18.0,cornsilk,1997
#597288,1764,0.004135806376738199,19.0,slategray,1997
#816840,1531,0.0035895235616701716,20.0,darkgoldenrod,1997
#686963,1292,0.003029173377973783,21.0,darkolivegreen,1997
#EE8CA3,1209,0.0028345747786147862,22.0,palevioletred,1997
#2D2F2A,1198,0.002808784602796124,23.0,darkgreen,1997
#381019,987,0.002314082139365421,24.0,maroon,1997
#B29F90,168062,0.24686356565690692,1.0,peachpuff,1998
#1E1E1E,92251,0.13550600846958455,2.0,midnightblue,1998
#A76744,70041,0.10288209709616342,3.0,sienna,1998
#393939,68712,0.10092995039579077,4.0,dimgray,1998
#A87D5D,57343,0.08423020936002197,5.0,peru,1998
#565656,53620,0.07876155460796223,6.0,dimgray,1998
#8F6050,48555,0.07132165766485651,7.0,sienna,1998
#7C7773,47790,0.07019796148292642,8.0,gray,1998
#583231,35555,0.052226166991534824,9.0,maroon,1998
#765D58,10685,0.015695024449572482,10.0,brown,1998
#BF8B80,6531,0.009593280737497227,11.0,darksalmon,1998
#997D6F,5262,0.007729267071001441,12.0,sienna,1998
#A85851,3885,0.005706613943527289,13.0,indianred,1998
#A27071,3210,0.0047151173124125095,14.0,rosybrown,1998
#58444F,1846,0.00271155967561168,15.0,purple,1998
#6E4333,1560,0.002291458880798603,16.0,darkred,1998
#BFBFC1,1100,0.0016157722877426046,17.0,ghostwhite,1998
#BF8996,1063,0.001561423583518535,18.0,palevioletred,1998
#4A3A2B,850,0.001248551313255649,19.0,saddlebrown,1998
#84494B,771,0.001132509485317771,20.0,brown,1998
#9E9EA0,590,0.0008666414997892151,21.0,darkgray,1998
#BF9D7A,537,0.0007887906531979806,22.0,burlywood,1998
#927A87,495,0.000727097529484172,23.0,thistle,1998
#774A5E,475,0.0006977198515252156,24.0,mediumvioletred,1998
#05050F,205077,0.3402818799073453,1.0,midnightblue,1999
#4C5657,96800,0.16061911367452728,2.0,darkslategray,1999
#22222E,82335,0.13661750748339052,3.0,midnightblue,1999
#647676,43365,0.07195503992247805,4.0,cadetblue,1999
#C5C9C8,42979,0.07131455461381722,5.0,mintcream,1999
#869381,29058,0.04821560129291749,6.0,darkseagreen,1999
#8F9497,18183,0.03017084032999927,7.0,mediumslateblue,1999
#2D3739,17408,0.028884891847584408,8.0,darkslategray,1999
#FFF0CF,13952,0.023150391260196326,9.0,papayawhip,1999
#28384F,7083,0.011752739485089635,10.0,slategray,1999
#121C3F,5958,0.009886040075132578,11.0,midnightblue,1999
#576554,5536,0.00918582038535313,12.0,darkolivegreen,1999
#B7A8A5,5402,0.008963475744522689,13.0,mistyrose,1999
#D3C7AD,5129,0.008510490021039777,14.0,papayawhip,1999
#7B6F71,4174,0.006925869633031785,15.0,rosybrown,1999
#46586E,3841,0.006373326607684496,16.0,slategray,1999
#344233,3564,0.005913703730743959,17.0,darkgreen,1999
#ECEBE7,2696,0.004473441430439313,18.0,floralwhite,1999
#503B40,2051,0.0034032004353972667,19.0,purple,1999
#2A261D,2027,0.003363377514651516,20.0,darkgreen,1999
#544E2A,2015,0.003343466054278641,21.0,olive,1999
#9CA47F,1431,0.0023744416494653774,22.0,olivedrab,1999
#687E95,1321,0.002191919929380687,23.0,slategray,1999
#A8B7A4,1283,0.002128866971533249,24.0,honeydew,1999
#0A0106,246658,0.38457568637478423,1.0,navy,2000
#EAF4D1,184390,0.2874908205314503,2.0,lightyellow,2000
#E5E5D9,76125,0.11868994366807666,3.0,ivory,2000
#D6A918,49504,0.07718393394212764,4.0,goldenrod,2000
#9FC5DC,14257,0.022228735985231774,5.0,lightskyblue,2000
#E3D08C,9850,0.015357582202043417,6.0,khaki,2000
#BA952D,6637,0.01034804802791494,7.0,goldenrod,2000
#E9C54A,5952,0.009280033428077402,8.0,gold,2000
#F2C522,4538,0.00707540183074853,9.0,gold,2000
#EBD0BD,4278,0.006670024026430633,10.0,peachpuff,2000
#E3B85A,3994,0.006227226732483391,11.0,goldenrod,2000
#CC644B,3796,0.0059185159430413005,12.0,tomato,2000
#CBCFD8,3734,0.005821848928165494,13.0,aliceblue,2000
#B69B4C,3652,0.005693999005265234,14.0,goldenrod,2000
#B90010,3315,0.00516856700505319,15.0,firebrick,2000
#CD4642,3056,0.004764748346136515,16.0,crimson,2000
#F4AE56,3036,0.004733565438112062,17.0,orange,2000
#D56D3A,2279,0.003553292369386492,18.0,chocolate,2000
#261C25,2259,0.0035221094613620382,19.0,navy,2000
#6B666C,2179,0.0033973778292642237,20.0,dimgray,2000
#5DABED,2065,0.003219635253524838,21.0,steelblue,2000
#D48D4B,2040,0.003180656618494271,22.0,peru,2000
#DED1A4,1959,0.003054365840995234,23.0,palegoldenrod,2000
#F49940,1824,0.002843881211830172,24.0,sandybrown,2000
#5E1216,208384,0.4334407311649926,1.0,maroon,2001
#202123,179228,0.37279596977329976,2.0,midnightblue,2001
#552221,18066,0.03757745435938823,3.0,maroon,2001
#3C0000,14797,0.030777902809469036,4.0,maroon,2001
#B9A491,11370,0.02364970973465317,5.0,peachpuff,2001
#80534E,8494,0.017667601977673177,6.0,brown,2001
#3C3D3F,7629,0.01586839362934644,7.0,darkslateblue,2001
#7B3537,7380,0.015350471226186489,8.0,brown,2001
#31120F,7215,0.0150072696337311,9.0,maroon,2001
#9F7368,4879,0.01014836708842329,10.0,darksalmon,2001
#462D29,3045,0.006333629388040361,11.0,maroon,2001
#626C6E,2893,0.006017467921051154,12.0,blueviolet,2001
#791118,2492,0.005183384050901996,13.0,maroon,2001
#5F5450,1253,0.0026062520930097114,14.0,saddlebrown,2001
#8C7B73,1039,0.0021611300276433284,15.0,sienna,2001
#9D5E4F,619,0.00128752597412052,16.0,firebrick,2001
#000002,591,0.001229285703885666,17.0,black,2001
#943A32,328,0.0006822431656082884,18.0,brown,2001
#C3907D,244,0.0005075223549037268,19.0,darksalmon,2001
#0B2921,198,0.0004118419109464668,20.0,darkslategray,2001
#D3795F,190,0.0003952018337365085,21.0,darksalmon,2001
#D6C5AB,189,0.00039312182408526375,22.0,blanchedalmond,2001
#9B131F,127,0.00026416122570808726,23.0,brown,2001
#7E8C8C,117,0.00024336112919563947,24.0,cadetblue,2001
#E4B6A9,252762,0.4995296442687747,1.0,darksalmon,2002
#FFFFFF,122727,0.24254347826086955,2.0,white,2002
#C3877C,61569,0.12167786561264822,3.0,salmon,2002
#BAA395,23167,0.04578458498023715,4.0,peachpuff,2002
#F9D7CD,19349,0.03823913043478261,5.0,mistyrose,2002
#987C66,9982,0.01972727272727273,6.0,peru,2002
#BE6C61,5784,0.011430830039525691,7.0,indianred,2002
#83584F,3067,0.006061264822134388,8.0,brown,2002
#9F7674,2924,0.005778656126482214,9.0,rosybrown,2002
#8C453F,1320,0.0026086956521739132,10.0,brown,2002
#EBA29B,1314,0.0025968379446640317,11.0,lightcoral,2002
#B73D3C,520,0.0010276679841897233,12.0,brown,2002
#E37A77,318,0.0006284584980237154,13.0,lightcoral,2002
#DEDADB,309,0.0006106719367588932,14.0,snow,2002
#CDA2A9,261,0.0005158102766798419,15.0,pink,2002
#9E9294,152,0.00030039525691699605,16.0,lavenderblush,2002
#AFC1C5,116,0.0002292490118577075,17.0,lightblue,2002
#69373A,91,0.00017984189723320158,18.0,brown,2002
#2B2B35,75,0.0001482213438735178,19.0,midnightblue,2002
#DE5F58,57,0.00011264822134387352,20.0,indianred,2002
#87241E,42,8.300395256916996e-05,21.0,darkred,2002
#6F5E57,35,6.91699604743083e-05,22.0,sienna,2002
#95593F,31,6.126482213438736e-05,23.0,sienna,2002
#FFBEC2,28,5.533596837944664e-05,24.0,lightpink,2002
#97562C,419139,0.6251607129539861,1.0,saddlebrown,2003
#1F1919,188150,0.28063241106719367,2.0,navy,2003
#3B231F,31967,0.047679916474009994,3.0,maroon,2003
#583426,20105,0.02998732194794541,4.0,maroon,2003
#784A29,6083,0.00907301066447908,5.0,saddlebrown,2003
#B45E2D,2024,0.0030188679245283017,6.0,sienna,2003
#6C3025,1109,0.0016541129092400627,7.0,maroon,2003
#443828,730,0.001088820941158923,8.0,saddlebrown,2003
#94483B,248,0.000369900812886867,9.0,brown,2003
#8E8179,153,0.00022820493698262362,10.0,seashell,2003
#625755,137,0.00020434036840927735,11.0,brown,2003
#684F3B,127,0.00018942501305093594,12.0,saddlebrown,2003
#C07055,101,0.00015064508911924825,13.0,darksalmon,2003
#424E44,71,0.00010589902304422402,14.0,darkgreen,2003
#773618,56,8.352599000671192e-05,15.0,saddlebrown,2003
#8E5D4C,42,6.264449250503393e-05,16.0,sienna,2003
#C75E1D,39,5.8169885897531506e-05,17.0,chocolate,2003
#3A1701,34,5.0712208218360805e-05,18.5,maroon,2003
#99343A,34,5.0712208218360805e-05,18.5,brown,2003
#502F0C,25,3.728838839585353e-05,20.0,saddlebrown,2003
#273129,22,3.281378178835111e-05,21.0,darkgreen,2003
#D37F36,19,2.8339175180848683e-05,22.5,peru,2003
#4E4923,19,2.8339175180848683e-05,22.5,olive,2003
#D98E57,16,2.386456857334626e-05,24.0,sandybrown,2003
#F8EFC6,31507,0.20487693858308678,1.0,lemonchiffon,2004
#101109,29823,0.1939265858178626,2.0,darkgreen,2004
#2A2819,22329,0.14519621549565953,3.0,darkolivegreen,2004
#474632,19350,0.12582501544363886,4.0,darkolivegreen,2004
#686350,15274,0.09932047989075657,5.0,olive,2004
#AFAA94,13752,0.08942354585947915,6.0,cornsilk,2004
#86816E,12028,0.078213089703157,7.0,olive,2004
#D4CAA6,5208,0.03386546152095458,8.0,cornsilk,2004
#B3A679,2495,0.016223949019735343,9.0,darkkhaki,2004
#8E8059,1071,0.006964268296647917,10.0,olive,2004
#5D532F,550,0.00357642162759697,11.0,olive,2004
#3D2E0D,126,0.0008193256819585786,12.0,saddlebrown,2004
#F5ECAB,120,0.0007803101732938843,13.0,palegoldenrod,2004
#D1C78C,68,0.0004421757648665344,14.0,darkkhaki,2004
#927A3E,41,0.0002666059758754105,15.0,darkgoldenrod,2004
#D6D7C7,22,0.0001430568651038788,16.0,ivory,2004
#413634,10,6.502584777449036e-05,17.0,maroon,2004
#6D6328,4,2.6010339109796145e-05,18.5,olive,2004
#B4AC64,4,2.6010339109796145e-05,18.5,darkkhaki,2004
#271201,3,1.950775433234711e-05,20.0,maroon,2004
#49241B,464096,0.7951056295197287,1.0,maroon,2005
#DCA86C,56576,0.0969279978618824,2.0,burlywood,2005
#E2AD8D,37285,0.06387797653210346,3.0,sandybrown,2005
#5B361C,9799,0.016787992276735466,4.0,saddlebrown,2005
#753625,3497,0.005991183691370948,5.0,maroon,2005
#D59B49,2438,0.00417686755492204,6.0,orange,2005
#65493D,2274,0.0038958969728846255,7.0,saddlebrown,2005
#D78F5D,1396,0.0023916764178306673,8.0,sandybrown,2005
#BB5113,1346,0.0023060146550143825,9.0,sienna,2005
#8D6438,916,0.0015693234947943347,10.0,peru,2005
#D08D24,735,0.0012592279133993843,11.0,orange,2005
#8E4E20,680,0.0011649999743014712,12.0,saddlebrown,2005
#CD7C3B,555,0.0009508455672607596,13.0,peru,2005
#33251C,356,0.0006099117512519467,14.0,maroon,2005
#7E5039,334,0.0005722205756127814,15.0,sienna,2005
#493F1C,327,0.0005602279288185016,16.0,olive,2005
#8C6B5A,265,0.00045400734292630864,17.0,sienna,2005
#903B27,227,0.00038890440318593226,18.0,darkred,2005
#B47A55,122,0.00020901470127173452,19.0,chocolate,2005
#67645B,121,0.00020730146601540884,20.0,olive,2005
#511D08,109,0.00018674264293950052,21.0,maroon,2005
#A57D35,98,0.0001678970551199179,22.0,darkgoldenrod,2005
#A88764,74,0.00012677940896810126,23.0,tan,2005
#A24019,65,0.00011136029166117003,24.0,sienna,2005
#130908,192708,0.5651459875420836,1.0,navy,2006
#311D14,105848,0.31041561579879645,2.0,maroon,2006
#393532,17012,0.049890318720893403,3.0,maroon,2006
#4D3628,13212,0.03874623153893979,4.0,saddlebrown,2006
#584F46,5512,0.01616479172287588,5.0,saddlebrown,2006
#725142,2242,0.0065750114373526345,6.0,sienna,2006
#977665,1945,0.005704013044447312,7.0,sienna,2006
#56281B,892,0.0026159278332375333,8.0,maroon,2006
#78715F,669,0.00196194587492815,9.0,olive,2006
#A89688,308,0.0009032575926425563,10.0,peachpuff,2006
#7D8882,155,0.0004545614508428449,11.0,mintcream,2006
#300700,111,0.0003255246518939083,12.0,maroon,2006
#5C4929,100,0.00029326545215667415,13.0,darkgoldenrod,2006
#9E8C64,92,0.0002698042159841402,14.0,tan,2006
#CEC5A6,49,0.00014370007155677033,15.0,cornsilk,2006
#1D1F11,39,0.00011437352634110292,16.0,darkgreen,2006
#2B1E28,28,8.211432660386875e-05,17.0,navy,2006
#78653D,23,6.745105399603505e-05,18.0,darkgoldenrod,2006
#382100,10,2.9326545215667413e-05,19.5,saddlebrown,2006
#BB8970,10,2.9326545215667413e-05,19.5,darksalmon,2006
#7E6165,7,2.052858165096719e-05,21.0,rosybrown,2006
#50323A,6,1.7595927129400447e-05,22.0,purple,2006
#734126,5,1.4663272607833707e-05,23.5,saddlebrown,2006
#D1AE98,5,1.4663272607833707e-05,23.5,peachpuff,2006
#181715,137837,0.5491535822851884,1.0,navy,2007
#C6C6C6,38728,0.15429543543998184,2.0,silver,2007
#9FA0A2,30053,0.11973354475515839,3.0,ghostwhite,2007
#323335,25592,0.10196056557994256,4.0,midnightblue,2007
#7D8182,10024,0.03993641408929916,5.0,mediumorchid,2007
#505455,8765,0.03492045785042968,6.0,darkviolet,2007
#F6F4E7,69944,0.23105713993122198,1.0,ivory,2008
#3C4913,44235,0.14612851116403985,2.0,darkolivegreen,2008
#232D12,31322,0.10347094442590837,3.0,darkgreen,2008
#636E2C,24958,0.08244773101915015,4.0,darkolivegreen,2008
#D8D3CF,20784,0.06865909293621351,5.0,seashell,2008
#010000,12818,0.04234373812819403,6.0,black,2008
#937458,10808,0.03570378543372765,7.0,peru,2008
#C2AEB0,8915,0.02945033744834216,8.0,rosybrown,2008
#464A29,8548,0.02823796797626795,9.0,darkolivegreen,2008
#B5CEAE,7974,0.026341782480435262,10.0,darkseagreen,2008
#1A3A45,7007,0.023147337577177064,11.0,darkslategray,2008
#CDBDA3,6578,0.021730153643880507,12.0,blanchedalmond,2008
#232220,6323,0.02088777158562731,13.0,navy,2008
#66834D,6255,0.020663136370093125,14.0,darkolivegreen,2008
#9EB8B9,6000,0.01982075431183993,15.0,powderblue,2008
#2A5D60,5763,0.019037834516522252,16.0,darkslategray,2008
#979694,4408,0.0145616475010984,17.0,darkgray,2008
#775539,4039,0.013342671110920244,18.0,saddlebrown,2008
#44433F,3875,0.01280090382639662,19.0,dimgray,2008
#605F4D,2857,0.009437982511487778,20.0,darkolivegreen,2008
#91986E,2783,0.009193526541641753,21.0,olivedrab,2008
#B29472,2530,0.008357751401492503,22.0,tan,2008
#77832D,2028,0.0066994149574018955,23.0,olivedrab,2008
#72504F,1961,0.006478083200919683,24.0,brown,2008
#131112,160273,0.5378342734993976,1.0,midnightblue,2009
#7D7A67,51879,0.17409235663446276,2.0,olive,2009
#2C2924,47050,0.15788749551169978,3.0,maroon,2009
#433C29,23275,0.07810481313570271,4.0,olive,2009
#615C3E,6383,0.02141967872159787,5.0,olive,2009
#999893,6103,0.020480071947033024,6.0,floralwhite,2009
#DFDEE4,1402,0.004704745349785401,7.0,ghostwhite,2009
#BBBBB1,850,0.002852377708500421,8.0,ivory,2009
#52524A,590,0.0019798857035473513,9.0,darkolivegreen,2009
#9B9679,170,0.0005704755417000842,10.0,darkkhaki,2009
#251F07,8,2.6845907844709847e-05,11.0,darkolivegreen,2009
#28202D,6,2.0134430883532383e-05,12.0,midnightblue,2009
#7B784F,4,1.3422953922354923e-05,13.5,olive,2009
#3E3B46,4,1.3422953922354923e-05,13.5,darkslateblue,2009
#DFCC80,238649,0.46391407882587354,1.0,khaki,2010
#1D0400,77509,0.15067113767798998,2.0,maroon,2010
#E0D6A5,70890,0.13780434465665548,3.0,palegoldenrod,2010
#765D3F,32585,0.06334256694367497,4.0,darkgoldenrod,2010
#4D351D,30042,0.058399183554454004,5.0,saddlebrown,2010
#C6B27F,22831,0.044381591096855716,6.0,wheat,2010
#AA8C56,8916,0.01733197259075667,7.0,darkgoldenrod,2010
#311804,7073,0.01374933177819896,8.0,maroon,2010
#C2A760,5423,0.010541867133206978,9.0,goldenrod,2010
#622E07,4568,0.008879817271711134,10.0,saddlebrown,2010
#201C10,3387,0.00658405015308354,11.0,darkgreen,2010
#504317,2566,0.004988093502454196,12.0,olive,2010
#8A6A39,2112,0.004105554745589736,13.0,darkgoldenrod,2010
#CF8941,1590,0.003090829566992273,14.0,peru,2010
#854217,1485,0.0028867181804927834,15.0,saddlebrown,2010
#9D9445,854,0.001660105943529183,16.0,olive,2010
#31332E,764,0.0014851533265296205,17.0,darkgreen,2010
#887A53,689,0.001339359479029985,18.0,olive,2010
#B36221,683,0.001327695971230014,19.0,chocolate,2010
#827735,485,0.0009428002138309763,20.0,olive,2010
#4E513C,477,0.0009272488700976819,21.0,darkolivegreen,2010
#9C632E,329,0.0006395490110317344,22.0,peru,2010
#636E5D,260,0.0005054186713320698,23.0,darkolivegreen,2010
#441800,258,0.0005015308353987462,24.0,maroon,2010
#EFEBEA,136916,0.2108388372418912,1.0,snow,2011
#A26A45,59237,0.09121987351148082,2.0,chocolate,2011
#917581,57349,0.08831251626533947,3.0,palevioletred,2011
#CFC6CB,57297,0.08823244074796693,4.0,lavenderblush,2011
#160D12,46880,0.0721911587389338,5.0,navy,2011
#512E1A,38270,0.05893250095859634,6.0,saddlebrown,2011
#CC9483,36078,0.055557009918584754,7.0,darksalmon,2011
#AA9BA2,33999,0.05235552913747889,8.0,lavenderblush,2011
#97423F,23164,0.0356705631618742,9.0,brown,2011
#332326,20982,0.032310471259818875,10.0,navy,2011
#4C3D36,17707,0.02726725357914464,11.0,maroon,2011
#545061,16926,0.02606458090476095,12.0,darkslateblue,2011
#9C866F,16425,0.025293084093152465,13.0,tan,2011
#411814,14827,0.022832301847742563,14.0,maroon,2011
#713D41,13621,0.020975165810217945,15.0,brown,2011
#725653,12097,0.018628337185684345,16.0,brown,2011
#AD7167,10981,0.01690979338976604,17.0,indianred,2011
#864C26,8467,0.01303845010756298,18.0,saddlebrown,2011
#84271F,5590,0.00860811811754778,19.0,darkred,2011
#B65C39,4934,0.007597934667617307,20.0,sienna,2011
#7D7874,4726,0.007277632598127157,21.0,gray,2011
#E1CABA,4638,0.007142120184112094,22.0,peachpuff,2011
#C38497,4536,0.00698504897695827,23.0,palevioletred,2011
#E69F75,3740,0.005759277595640196,24.0,sandybrown,2011
#B1B3B2,138859,0.26642120794089036,1.0,darkgray,2012
#CEC8B2,85840,0.16469653742030427,2.0,cornsilk,2012
#879B9C,81410,0.15619693745790972,3.0,cadetblue,2012
#6594A6,46587,0.08938394208760152,4.0,skyblue,2012
#5C7890,33936,0.06511115673223958,5.0,slategray,2012
#8A8661,21142,0.04056400505754978,6.0,olive,2012
#656144,20386,0.039113508991732555,7.0,olive,2012
#37648B,16844,0.03231766631299633,8.0,steelblue,2012
#45432C,14192,0.027229418209097835,9.0,darkolivegreen,2012
#CFBB89,11810,0.02265920441441977,10.0,wheat,2012
#EBE9DC,7632,0.014643103140630966,11.0,ivory,2012
#8F7167,5429,0.010416326906510157,12.0,sienna,2012
#432B1F,4772,0.009155776754073764,13.0,maroon,2012
#32312D,4752,0.009117403842279657,14.0,darkgreen,2012
#867144,4435,0.008509193190343073,15.0,darkgoldenrod,2012
#B2A88D,4297,0.008244420098963739,16.0,wheat,2012
#757A7D,3300,0.006331530446027541,17.0,mediumslateblue,2012
#AE996C,3019,0.0057923910353203465,18.0,tan,2012
#824822,2996,0.005748262186757124,19.0,saddlebrown,2012
#63473C,2946,0.0056523299072718585,20.0,saddlebrown,2012
#07060B,2396,0.004597074832933935,21.0,midnightblue,2012
#5F3016,1561,0.0029950057655299973,22.0,saddlebrown,2012
#82884C,1448,0.0027781988138932965,23.0,olive,2012
#48524A,1212,0.002325398454722842,24.0,darkgreen,2012
#F8F3F0,119785,0.2005280004285609,1.0,seashell,2013
#56564E,68612,0.11486101903747899,2.0,darkolivegreen,2013
#000000,57381,0.09605958335844432,3.0,black,2013
#4B686E,44586,0.07463990839510637,4.0,darkslategray,2013
#7A7B76,39849,0.06670985757046144,5.0,gray,2013
#203026,38132,0.06383548618225891,6.0,darkgreen,2013
#D0B298,26686,0.044674126304934475,7.0,peachpuff,2013
#7A9397,24035,0.040236177236719635,8.0,cadetblue,2013
#DBD9E6,22055,0.036921526480376596,9.0,ghostwhite,2013
#CEC7C1,21398,0.03582166509304459,10.0,linen,2013
#283B41,20656,0.03457950809243523,11.0,darkslategray,2013
#3C4725,18170,0.030417779920582307,12.0,darkolivegreen,2013
#465568,16926,0.02833524176861729,13.0,slategray,2013
#A6AFC0,11092,0.018568740499675232,14.0,lightsteelblue,2013
#BE9673,9606,0.016081078366379398,15.0,peru,2013
#4D786E,9583,0.016042574847492583,16.0,teal,2013
#5D7694,8696,0.014557678271292446,17.0,slategray,2013
#263B58,7560,0.012655939251491593,18.0,slategray,2013
#32514C,5917,0.009905448750142296,19.0,darkslategray,2013
#272018,5866,0.009820071382175884,20.0,maroon,2013
#AB9683,5859,0.009808352919905984,21.0,tan,2013
#8D6E52,5313,0.008894312862853814,22.0,peru,2013
#1F0000,5089,0.008519322070217026,23.0,maroon,2013
#6E6C7A,4496,0.007526600909352672,24.0,slateblue,2013
#CAC5CB,663176,0.9971146979002999,1.0,thistle,2014
#B0A4A4,1919,0.0028853020997000427,2.0,mistyrose,2014
#19171A,625106,0.9516216689374852,1.0,midnightblue,2015
#343031,12226,0.018612085829330858,2.0,indigo,2015
#E2E1DF,7859,0.011964042412294389,3.0,floralwhite,2015
#504C4D,2849,0.004337136637310945,4.0,dimgray,2015
#B5B1A6,2475,0.0037677827930307434,5.0,floralwhite,2015
