c_code,occurence,proportion,rank,color_name,year
#B5865C,9472,0.015780170496478948,4.0,peru,1952
#E4C38D,6554,0.01091883841152059,5.0,navajowhite,1952
#47444B,4212,0.007017111289185952,6.0,darkslateblue,1952
#5F5647,2932,0.004884655816688796,7.0,darkgoldenrod,1952
#847345,2836,0.00472472165625151,8.0,olive,1952
#845C42,1881,0.003133709956068085,9.0,saddlebrown,1952
#FCF8F7,1786,0.002975441776468687,10.0,snow,1952
#7A7879,1279,0.002130789491659267,11.0,gray,1952
#9D9D9F,709,0.0011811804140628775,12.0,darkgray,1952
#CFA269,591,0.000984594675192046,13.0,burlywood,1952
#CEC9C5,582,0.0009696008476510503,14.0,seashell,1952
#938272,457,0.000761353242915,15.0,tan,1952
#A9965E,237,0.00039483745857955144,16.0,darkkhaki,1952
#EACFB1,211,0.00035152195679445295,17.0,bisque,1952
#C7A580,204,0.00033986009092923413,18.0,burlywood,1952
#3A2021,193,0.0003215343017124617,19.0,maroon,1952
#643F25,82,0.00013661042870684903,20.5,saddlebrown,1952
#9C673D,82,0.00013661042870684903,20.5,peru,1952
#C4B39F,67,0.00011162071613852297,22.0,tan,1952
#5A4D2B,30,4.9979425136652076e-05,23.0,olive,1952
#2F1D09,24,3.998354010932166e-05,24.0,saddlebrown,1952
#000000,186184,0.27971095052807116,1.0,black,1953
#33181F,128115,0.19247179363910882,2.0,navy,1953
#603840,81505,0.1224479064945991,3.0,purple,1953
#82524E,55378,0.08319637035590342,4.0,brown,1953
#A97546,47595,0.07150368823520574,5.0,peru,1953
#C9853E,23999,0.03605456484833917,6.0,peru,1953
#EEB63F,23588,0.03543710469780509,7.0,goldenrod,1953
#97654E,17174,0.025801120742754983,8.0,sienna,1953
#433431,16767,0.02518966993675165,9.0,maroon,1953
#231E1B,15064,0.022631191502786835,10.0,navy,1953
#644D45,12232,0.018376575575019156,11.0,sienna,1953
#D2B68E,10928,0.016417529257996184,12.0,tan,1953
#7D766E,8684,0.013046286976248066,13.0,tan,1953
#DA9C6B,8366,0.012568544086053814,14.0,sandybrown,1953
#816B53,5264,0.007908297402460827,15.0,tan,1953
#DC9B3D,4463,0.006704926160179078,16.0,orange,1953
#A08661,4342,0.006523143488124033,17.0,tan,1953
#EACC8E,3973,0.005968781455162778,18.0,moccasin,1953
#F1DFB9,3015,0.004529543440049277,19.0,wheat,1953
#FFDB69,2813,0.004226071541246638,20.0,gold,1953
#FEFFFF,2081,0.003126361492120247,21.0,white,1953
#714F36,1472,0.0022114387873142737,22.0,saddlebrown,1953
#3F2D17,1427,0.002143833661343389,23.0,saddlebrown,1953
#E6AE64,1201,0.001804305695356279,24.0,burlywood,1953
#000000,176835,0.2649721594552963,1.0,black,1954
#171723,109877,0.16464130949455477,2.0,midnightblue,1954
#E4D7B5,74902,0.11223425615698591,3.0,wheat,1954
#B3966E,71495,0.10712915735152209,4.0,tan,1954
#DCC78E,58407,0.08751790605539339,5.0,wheat,1954
#957465,39724,0.059523024639930956,6.0,sienna,1954
#C9744F,22684,0.0339900385392255,7.0,coral,1954
#745340,21635,0.032418201542767755,8.0,saddlebrown,1954
#362B33,20534,0.030768446983091887,9.0,indigo,1954
#DC946C,13056,0.01956330202645601,10.0,lightsalmon,1954
#A17052,10658,0.01597010363035908,11.0,sienna,1954
#C9B594,9332,0.013983205768297141,12.0,tan,1954
#CBAC69,8936,0.013389833556097649,13.0,goldenrod,1954
#56433D,7427,0.011128725808095036,14.0,maroon,1954
#E3AD89,3834,0.0057449218726587275,15.0,sandybrown,1954
#B29B8D,3715,0.005566610526063425,16.0,peachpuff,1954
#B55642,3692,0.005532146988486182,17.0,firebrick,1954
#89493D,2635,0.003948322674610262,18.0,brown,1954
#EFEBE0,2132,0.0031946200919427247,19.0,floralwhite,1954
#5C5A5D,1696,0.0025413112926523738,20.0,dimgray,1954
#B2834F,1250,0.0018730183465893084,21.0,peru,1954
#432724,1207,0.0018085865154666362,22.0,maroon,1954
#231012,1113,0.0016677355358031202,23.0,navy,1954
#84807F,596,0.0008930551476537823,24.0,gray,1954
#9A825E,217593,0.33043886304721204,1.0,tan,1955
#735D46,118162,0.1794419716414805,2.0,saddlebrown,1955
#D0AD83,93837,0.142501788163044,3.0,burlywood,1955
#392524,50099,0.07608083256263885,4.0,maroon,1955
#000000,40359,0.06128957307322585,5.0,black,1955
#5F443B,29119,0.04422039887805108,6.0,maroon,1955
#D57C52,24914,0.03783464465289895,7.0,coral,1955
#2F0710,20183,0.030650101670926366,8.0,maroon,1955
#945840,19941,0.030282598098396802,9.0,sienna,1955
#988173,19777,0.03003354609056685,10.0,peru,1955
#E5A670,5236,0.007951440932912375,11.0,sandybrown,1955
#B2724C,4530,0.006879302411400508,12.0,chocolate,1955
#E8CFA6,3833,0.005820831378123211,13.0,moccasin,1955
#764139,3401,0.0051647919428638245,14.0,brown,1955
#B69E86,1661,0.002522410884180186,15.0,tan,1955
#FBEBD4,1367,0.002075939601850882,16.0,antiquewhite,1955
#552B2D,1112,0.0016886941018713828,17.0,maroon,1955
#472C1B,776,0.0011784412077807491,18.0,saddlebrown,1955
#DD8F4D,704,0.0010691013019041848,19.0,peru,1955
#605953,703,0.0010675826921003437,20.0,saddlebrown,1955
#413D3A,343,0.0005208831627175218,21.0,maroon,1955
#B75A39,309,0.000469250429386922,22.0,sienna,1955
#8D663D,288,0.00043735962350625743,23.0,peru,1955
#BB905B,250,0.0003796524509602929,24.0,burlywood,1955
#E3DFDE,259116,0.42853528044918177,1.0,snow,1956
#816E4E,68689,0.11360031753644641,2.0,darkgoldenrod,1956
#312C26,53826,0.089019358146381,3.0,saddlebrown,1956
#4C483F,40183,0.06645607825950335,4.0,dimgray,1956
#9B9B9D,31509,0.05211070775896999,5.0,darkgray,1956
#D6C6B7,31168,0.05154674979947243,6.0,linen,1956
#C2BFC6,28464,0.04707477817929232,7.0,thistle,1956
#506B86,28405,0.04697720187544964,8.0,slategray,1956
#746D65,15923,0.026334025187917078,9.0,tan,1956
#73594A,13165,0.02177274644218604,10.0,saddlebrown,1956
#9A8B78,9150,0.015132596273908262,11.0,tan,1956
#C57552,5908,0.00977086106953552,12.0,coral,1956
#B98168,5529,0.009144057355020632,13.0,darksalmon,1956
#485661,4428,0.007323184295176588,14.0,slategray,1956
#9C5333,3125,0.005168236432345718,15.0,sienna,1956
#744D30,2121,0.0035077854313616858,16.0,saddlebrown,1956
#563C2D,1294,0.002140063341905715,17.0,saddlebrown,1956
#72808D,1225,0.0020259486814795213,18.0,slategray,1956
#BFAA8F,588,0.0009724553671101703,19.0,tan,1956
#8A6F3A,480,0.0007938411160083022,20.0,darkgoldenrod,1956
#9E766A,134,0.0002216139782189844,21.0,darksalmon,1956
#8E9DB4,111,0.0001835757580769199,22.0,lightslategray,1956
#19110E,58,9.592246818433652e-05,23.0,navy,1956
#CFA194,56,9.261479686763526e-05,24.0,darksalmon,1956
#DFD6C5,92055,0.2622268559269166,1.0,oldlace,1957
#FFFDF0,46192,0.13158202084597395,2.0,ivory,1957
#462C1B,45610,0.12992414207622255,3.0,saddlebrown,1957
#806C63,38012,0.10828056322300748,4.0,sienna,1957
#A4A385,36468,0.10388234188194878,5.0,darkkhaki,1957
#5B423B,16244,0.04627247892756323,6.0,maroon,1957
#D0B4A9,12936,0.03684934667612398,7.0,darksalmon,1957
#A59B92,10043,0.028608378839541832,8.0,linen,1957
#9C8163,9742,0.027750953565151504,9.0,tan,1957
#DF9E7E,7635,0.021748976644419188,10.0,lightsalmon,1957
#644324,7541,0.021481209282981674,11.0,saddlebrown,1957
#945333,5514,0.01570711947836639,12.0,sienna,1957
#2A1C19,4239,0.012075168565251202,13.0,maroon,1957
#BD9B6E,3366,0.009588350410624098,14.0,tan,1957
#B9815C,2331,0.006640060845860003,15.0,chocolate,1957
#5E2D1E,2249,0.006406476551840046,16.0,maroon,1957
#7E6044,1801,0.00513030870158467,17.0,saddlebrown,1957
#FBCDA9,1729,0.004925210297079341,18.0,peachpuff,1957
#D2BD90,1672,0.004762840726845957,19.0,wheat,1957
#574A53,1593,0.004537802199680388,20.0,purple,1957
#966022,1226,0.0034923700544935068,21.0,peru,1957
#811D06,973,0.0027716770497733948,22.0,maroon,1957
#732E11,967,0.002754585516064617,23.0,maroon,1957
#E68E68,913,0.002600761712685621,24.0,lightsalmon,1957
#000000,143205,0.23531161268272163,1.0,black,1958
#3A312C,78692,0.12930513198022925,2.0,maroon,1958
#734337,73859,0.1213636423388369,3.0,darkred,1958
#8D3C39,54569,0.08966669733936271,4.0,brown,1958
#636051,48811,0.0802052660637291,5.0,darkolivegreen,1958
#8B5A3C,43070,0.07077176885056262,6.0,saddlebrown,1958
#97764B,28496,0.046824061415501106,7.0,darkgoldenrod,1958
#4B1C22,24427,0.040137961404984754,8.0,maroon,1958
#C15934,23462,0.03855229256493848,9.0,sienna,1958
#A6513C,16222,0.026655668314228626,10.0,firebrick,1958
#CA935D,16184,0.02659322746871385,11.0,peru,1958
#775B46,8974,0.014745898622357766,12.0,saddlebrown,1958
#857963,7003,0.01150719055631507,13.0,tan,1958
#AA673D,6803,0.011178554527289936,14.0,chocolate,1958
#A2883D,5415,0.008897820485855506,15.0,darkgoldenrod,1958
#1F0000,5248,0.00862340940161952,16.0,maroon,1958
#732734,4411,0.0072480676201493325,17.0,brown,1958
#AE9576,4147,0.006814268061836155,18.0,tan,1958
#CD7C44,3826,0.006286807235250815,19.0,chocolate,1958
#141F1B,3747,0.006156996003785887,20.0,navy,1958
#4F3127,3107,0.005105360710905458,21.0,maroon,1958
#AD6956,2290,0.0037628825323377853,22.0,sienna,1958
#ECB86D,1371,0.002252799978967294,23.0,burlywood,1958
#504A4C,1237,0.0020326138395204544,24.0,purple,1958
#1A2235,131676,0.18815561033115422,1.0,midnightblue,1959
#2A353B,100657,0.14383167220376522,2.0,mediumblue,1959
#91A196,95313,0.13619547744078878,3.0,honeydew,1959
#6E8481,81975,0.11713642696388382,4.0,cadetblue,1959
#424942,65514,0.09361483227949845,5.0,darkgreen,1959
#4C5366,41670,0.059543457292894654,6.0,royalblue,1959
#B48956,34014,0.04860357946629514,7.0,peru,1959
#626355,24044,0.03435716071875112,8.0,darkolivegreen,1959
#DAD7C8,20717,0.029603115064480406,9.0,ivory,1959
#926D43,15003,0.0214382166970314,10.0,peru,1959
#C4A77B,13574,0.01939627764083878,11.0,tan,1959
#575033,12030,0.01719001178866145,12.0,olive,1959
#4C6164,11588,0.01655842532061587,13.0,darkslategray,1959
#000013,7821,0.011175651055621048,14.0,midnightblue,1959
#D59E5E,7221,0.010318293859179081,15.0,burlywood,1959
#817746,6379,0.009115135926838852,16.0,olive,1959
#503C3D,5029,0.007186082234844425,17.0,maroon,1959
#81846F,4916,0.007024613296181188,18.0,darkolivegreen,1959
#7B654E,4822,0.006890294002071947,19.0,peru,1959
#A56C35,4649,0.006643089343764513,20.0,peru,1959
#614426,3305,0.004722609223734505,21.0,saddlebrown,1959
#060928,3051,0.004359661343907405,22.0,midnightblue,1959
#BDB79F,2812,0.004018147393991355,23.0,cornsilk,1959
#2E1F24,2045,0.0029221591112063732,24.0,navy,1959
#181A17,171282,0.376053026194747,1.0,navy,1960
#2F3334,73270,0.1608657373763099,2.0,indigo,1960
#302A1C,24967,0.054815543402133605,3.0,dimgray,1960
#484532,21759,0.04777231581235331,4.0,darkolivegreen,1960
#726D47,18667,0.0409837685219541,5.0,olive,1960
#C0BD94,18095,0.03972793118362669,6.0,darkkhaki,1960
#375369,17188,0.03773659470484529,7.0,slategray,1960
#583E23,14505,0.031846015021746624,8.0,saddlebrown,1960
#2E4A4D,11604,0.0254768120173973,9.0,darkslategray,1960
#788A8C,11228,0.02465129656423103,10.0,cadetblue,1960
#96874E,9455,0.02075863991938051,11.0,olive,1960
#DECE93,8922,0.01958842785412088,12.0,khaki,1960
#8C907F,8301,0.018225010044503186,13.0,beige,1960
#6F4419,7882,0.017305087238980138,14.0,saddlebrown,1960
#BDAC66,7844,0.01722165748573461,15.0,darkkhaki,1960
#565855,6921,0.0151951926897972,16.0,dimgray,1960
#967240,5197,0.011410116516236966,17.0,darkgoldenrod,1960
#5C5020,4682,0.01027942380777785,18.0,olive,1960
#030C1B,3403,0.007471353955119183,19.0,midnightblue,1960
#FFF5C1,2265,0.00497285239739787,20.0,lemonchiffon,1960
#B2B9A7,2190,0.004808188410729066,21.0,beige,1960
#938B67,1987,0.004362497886812171,22.0,darkkhaki,1960
#3B2307,1985,0.00435810684716767,23.0,saddlebrown,1960
#436E5D,1874,0.004114404146897841,24.0,seagreen,1960
#131210,206304,0.3622596981169182,1.0,navy,1961
#715E34,166078,0.2916248165031291,2.0,darkgoldenrod,1961
#4B4128,92384,0.16222176957709677,3.0,olive,1961
#783226,21621,0.03796541479072577,4.0,maroon,1961
#8C7D52,20861,0.03663089209330421,5.0,olive,1961
#2F2B20,13532,0.023761527817774436,6.0,darkgreen,1961
#492D22,12488,0.02192831505973745,7.0,maroon,1961
#795137,11265,0.01978078708743933,8.0,saddlebrown,1961
#22292F,10272,0.018037127826203002,9.0,darkblue,1961
#AA9A78,2109,0.003703300485344834,10.0,wheat,1961
#665E47,1828,0.003209878277482388,11.0,olive,1961
#9D7454,1808,0.0031747592591291887,12.0,peru,1961
#491915,1763,0.003095741467834491,13.0,maroon,1961
#6A4C04,1611,0.002828836928350179,14.0,darkgoldenrod,1961
#2A160B,1499,0.0026321704255722646,15.0,maroon,1961
#364935,1270,0.002230057665428136,16.0,darkgreen,1961
#58391A,1049,0.001841992512625287,17.0,saddlebrown,1961
#904B2C,660,0.0011589276056555666,18.0,sienna,1961
#97823F,254,0.0004460115330856272,19.0,olive,1961
#505127,253,0.0004442555821679672,20.0,darkolivegreen,1961
#44453F,224,0.0003933330055558287,21.0,darkolivegreen,1961
#6A3A30,159,0.00027919619590793197,22.0,maroon,1961
#150E1E,101,0.0001773510426836549,23.0,midnightblue,1961
#302100,99,0.00017383914084833502,24.0,saddlebrown,1961
#1F1F1F,174595,0.3487484844187259,1.0,midnightblue,1962
#C6BAA0,68355,0.13653714397572672,2.0,wheat,1962
#3D342F,51840,0.10354890708363212,3.0,maroon,1962
#97866C,50758,0.10138764324365354,4.0,tan,1962
#584534,37372,0.07464949374092399,5.0,saddlebrown,1962
#74634F,16573,0.03310409022177923,6.0,darkgoldenrod,1962
#2B1A10,14065,0.028094432448520175,7.0,maroon,1962
#243022,13921,0.027806796595510084,8.0,darkgreen,1962
#EADBC4,11296,0.02256343469168033,9.0,papayawhip,1962
#613125,9265,0.0185065706815172,10.0,maroon,1962
#432813,9067,0.018111071383628326,11.0,saddlebrown,1962
#AEB0AF,8666,0.017310085431843286,12.0,darkgray,1962
#3F4D34,6603,0.013189302343233466,13.0,darkolivegreen,1962
#140000,5265,0.010516685875681388,14.0,maroon,1962
#585550,4537,0.00906252684101927,15.0,dimgray,1962
#6C522D,3761,0.007512489188687122,16.0,darkgoldenrod,1962
#803B2C,3412,0.0068153717393779475,17.0,darkred,1962
#B8A27B,2759,0.0055110230448252515,18.0,tan,1962
#847B74,2382,0.004757976401875226,19.0,seashell,1962
#575E35,2305,0.0046041711193628865,20.0,darkolivegreen,1962
#9A7652,1224,0.0024449047505857584,21.0,peru,1962
#56735D,1012,0.00202144085587646,22.0,seagreen,1962
#383218,855,0.0017078378772474047,23.0,darkolivegreen,1962
#988B57,745,0.00148811604508692,24.0,olive,1962
#504549,151983,0.23063650655870052,1.0,purple,1963
#2A2730,150512,0.22840424175837518,2.0,midnightblue,1963
#6D6364,102962,0.15624639590149506,3.0,rosybrown,1963
#BAA7A9,85803,0.1302073532714592,4.0,rosybrown,1963
#7B574B,58658,0.08901440425389849,5.0,sienna,1963
#938988,31989,0.0485437924524866,6.0,rosybrown,1963
#564436,16524,0.02507542050345083,7.0,saddlebrown,1963
#110E15,10875,0.016502977364743873,8.0,midnightblue,1963
#4D2B21,10691,0.016223754575308207,9.0,maroon,1963
#D7C7BA,7076,0.010737937271993347,10.0,linen,1963
#D69A7E,6163,0.00935244593093485,11.0,lightsalmon,1963
#9C746A,5776,0.008765167564023964,12.0,darksalmon,1963
#6F7585,3906,0.005927414214868007,13.0,royalblue,1963
#B19C89,3196,0.004849978451284728,14.0,peachpuff,1963
#8C5B3D,2466,0.0037421923845019213,15.0,saddlebrown,1963
#6D402B,2370,0.003596510929144182,16.0,saddlebrown,1963
#AF9364,2203,0.0033430858974281153,17.0,tan,1963
#2D191A,1972,0.0029925398954735558,18.0,navy,1963
#EDC29F,1665,0.0025266627413607864,19.0,peachpuff,1963
#6A654F,939,0.001424946735217885,20.0,olive,1963
#A17341,523,0.0007936604286676824,21.0,peru,1963
#8E795E,264,0.0004006240022337823,22.0,tan,1963
#F8EBDB,261,0.00039607145675385296,23.0,antiquewhite,1963
#342717,195,0.0002959154561954074,24.0,saddlebrown,1963
#100E19,388900,0.7316573006755931,1.0,midnightblue,1965
#2E2329,52926,0.09957236897803147,2.0,navy,1965
#B34828,27106,0.050995893011346424,3.0,sienna,1965
#4D393B,7842,0.014753552460524557,4.0,maroon,1965
#9E5333,7190,0.013526911781582706,5.0,sienna,1965
#E6C580,7050,0.01326352267874243,6.0,moccasin,1965
#EAD4AF,5275,0.009924125124874655,7.0,wheat,1965
#553028,5168,0.009722820596275302,8.0,maroon,1965
#E3B061,4722,0.008883738168655567,9.0,burlywood,1965
#833E2E,4473,0.008415281835746793,10.0,darkred,1965
#C66129,4066,0.007649572086775421,11.0,chocolate,1965
#BA9261,2639,0.004964884588539188,12.0,burlywood,1965
#331F16,2307,0.00434027614466082,13.0,maroon,1965
#C48F4B,2266,0.004263140764543312,14.0,darkgoldenrod,1965
#836759,1908,0.0035896172015660362,15.0,sienna,1965
#F0E9E3,1699,0.0031964148980401967,16.0,seashell,1965
#975D47,1425,0.002680924796767087,17.0,sienna,1965
#C3B1A7,1033,0.0019434353088143164,18.0,seashell,1965
#B76E39,781,0.0014693349237018209,19.0,chocolate,1965
#BB7C5B,613,0.0011532680002934908,20.0,chocolate,1965
#8C6B40,600,0.0011288104407440366,21.0,darkgoldenrod,1965
#E4AB40,579,0.0010893020753179952,22.0,goldenrod,1965
#58535A,508,0.0009557261731632843,23.0,darkmagenta,1965
#724B3C,457,0.0008597772857000413,24.0,sienna,1965
#E2B621,95382,0.14618961643272935,1.0,goldenrod,1966
#D49A5A,65720,0.10072740760268156,2.0,peru,1966
#554D42,64821,0.09934953268736187,3.0,dimgray,1966
#EED779,62545,0.09586116415869932,4.0,khaki,1966
#A2965C,58542,0.0897258657315305,5.0,darkkhaki,1966
#F5E7AA,45375,0.06954513268368345,6.0,palegoldenrod,1966
#DCBF97,30598,0.046896792724084764,7.0,tan,1966
#6C6247,27295,0.04183436686724275,8.0,olive,1966
#DCBB47,24289,0.03722714551523939,9.0,gold,1966
#B49A2B,24023,0.036819453938515205,10.0,goldenrod,1966
#F9DC54,23372,0.035821682448111285,11.0,gold,1966
#D67C3D,22951,0.03517642623081474,12.0,chocolate,1966
#BCAA58,15174,0.023256811974484023,13.0,darkkhaki,1966
#78543C,14961,0.022930352178084586,14.0,saddlebrown,1966
#9E8533,12349,0.018927004815665165,15.0,darkgoldenrod,1966
#D9DACA,11907,0.018249562421258816,16.0,ivory,1966
#CEA972,10103,0.015484616540016614,17.0,burlywood,1966
#8A7540,9283,0.014227822957633795,18.0,darkgoldenrod,1966
#AF884F,7647,0.011720366493270023,19.0,darkgoldenrod,1966
#A39D7B,7100,0.010881993213314655,20.0,darkkhaki,1966
#C9845B,6015,0.00921904072930812,21.0,chocolate,1966
#E1933E,4748,0.007277141377016618,22.0,peru,1966
#3E3536,4248,0.00651080382678319,23.0,maroon,1966
#777F56,4006,0.006139896452470212,24.0,darkolivegreen,1966
#445255,126223,0.3491172704114795,1.0,darkslategray,1967
#090A0E,85314,0.23596801540040216,2.0,midnightblue,1967
#292B28,48315,0.13363333877289107,3.0,darkblue,1967
#53797C,41427,0.11458197920613804,4.0,cadetblue,1967
#637126,20718,0.057303436048779,5.0,darkolivegreen,1967
#5C5044,7756,0.021452140650368278,6.0,saddlebrown,1967
#87A4A2,5414,0.014974457127526283,7.0,cadetblue,1967
#7C774F,4526,0.012518358507422231,8.0,olive,1967
#0E1B2B,4168,0.011528174604272173,9.0,midnightblue,1967
#71573C,3235,0.008947611527068253,10.0,saddlebrown,1967
#4D5411,2988,0.008264439951431203,11.0,darkolivegreen,1967
#6A7267,1804,0.004989641791292467,12.0,darkolivegreen,1967
#70730A,1774,0.004906665486559222,13.0,olive,1967
#263C49,1525,0.004217962157273288,14.0,darkslategray,1967
#413122,1452,0.004016053149089058,15.0,saddlebrown,1967
#414725,1105,0.003056293891007858,16.0,darkolivegreen,1967
#2C3000,668,0.0018476057187269222,17.0,darkolivegreen,1967
#235A5F,638,0.0017646294139936772,18.0,darkslategray,1967
#AD1D03,558,0.0015433592680383571,19.0,firebrick,1967
#ACB0A2,553,0.0015295298839161497,20.0,ivory,1967
#927249,525,0.0014520853328317876,21.0,darkgoldenrod,1967
#979025,366,0.0010123109177455891,22.0,olive,1967
#4D3312,277,0.0007661478803702956,23.0,saddlebrown,1967
#7F5628,220,0.00060849290137713,24.0,saddlebrown,1967
#010000,147160,0.2612777683086188,1.0,black,1968
#1E201F,93108,0.16531020964717913,2.0,navy,1968
#4A3A2D,40386,0.07170402249872167,3.0,saddlebrown,1968
#8F9A89,37957,0.06739141241974887,4.0,darkseagreen,1968
#353B3B,30403,0.05397953241293108,5.0,darkslategray,1968
#B4BDAC,24663,0.043788350093744675,6.0,honeydew,1968
#623F29,16652,0.029565081529458553,7.0,saddlebrown,1968
#30130F,16534,0.029355576387705244,8.0,maroon,1968
#615636,15789,0.028032853246974604,9.0,olive,1968
#BFCDD0,15756,0.027974262825975798,10.0,azure,1968
#34584A,12205,0.02166957843304358,11.0,darkgreen,1968
#AA7257,11944,0.021206181466962105,12.0,sienna,1968
#686159,11907,0.02114048917675132,13.0,dimgray,1968
#7D5027,11596,0.02058831884552014,14.0,saddlebrown,1968
#AAB7D7,11256,0.019984659962502132,15.0,lightsteelblue,1968
#7BA2BF,11234,0.01994559968183626,16.0,steelblue,1968
#93ADAC,10536,0.018706323504346343,17.0,cadetblue,1968
#522124,9741,0.017294826998465997,18.0,maroon,1968
#7E7D4F,7177,0.012742528833589001,19.0,olive,1968
#E7BC9A,6715,0.011922262939605703,20.0,peachpuff,1968
#6E7B71,5540,0.009836088858587581,21.0,seagreen,1968
#9D7F65,5489,0.00974554002613488,22.0,peru,1968
#D0966E,4843,0.008598588148400659,23.0,sandybrown,1968
#5A8895,4641,0.00823994375319584,24.0,cadetblue,1968
#30332C,106519,0.4866836937500857,1.0,darkgreen,1969
#4A452F,90604,0.4139683003833378,2.0,darkolivegreen,1969
#6A5F41,11889,0.05432066049244518,3.0,olive,1969
#AB9E69,5254,0.024005446229902177,4.0,darkkhaki,1969
#997F4C,1165,0.005322867312111922,5.0,darkgoldenrod,1969
#CDC39F,1119,0.005112694010517803,6.0,cornsilk,1969
#624229,1098,0.005016745329355271,7.0,saddlebrown,1969
#787B60,479,0.0021885437274691937,8.0,darkolivegreen,1969
#8E9C6B,181,0.0008269862519246848,9.0,olivedrab,1969
#475845,160,0.0007310375707621523,10.0,darkgreen,1969
#7A572D,151,0.0006899167074067813,11.0,peru,1969
#626F43,115,0.000525433253985297,12.0,darkolivegreen,1969
#5B4F1F,34,0.00015534548378695736,13.0,olive,1969
#3F2E12,20,9.137969634526904e-05,14.0,saddlebrown,1969
#716B2F,13,5.939680262442488e-05,15.5,olive,1969
#92775C,13,5.939680262442488e-05,15.5,peru,1969
#1E1C1F,12,5.482781780716143e-05,17.0,midnightblue,1969
#CFBF83,11,5.025883298989798e-05,18.0,darkkhaki,1969
#553E38,10,4.568984817263452e-05,19.5,maroon,1969
#B2997A,10,4.568984817263452e-05,19.5,tan,1969
#A2AF93,5,2.284492408631726e-05,21.0,darkseagreen,1969
#22220A,3,1.3706954451790357e-05,22.0,darkolivegreen,1969
#AB9349,2,9.137969634526904e-06,23.0,goldenrod,1969
#BA472A,128070,0.2710740093215424,1.0,firebrick,1970
#705985,127219,0.2692727757622964,2.0,darkorchid,1970
#956D90,115123,0.24367028324450635,3.0,orchid,1970
#7F86B4,16015,0.0338974799663036,4.0,royalblue,1970
#B78AA7,14703,0.031120490037125307,5.0,plum,1970
#9B717F,13368,0.02829481811985929,6.0,palevioletred,1970
#453A36,11038,0.023363121065754548,7.0,maroon,1970
#75536B,8023,0.016981547409906574,8.0,darkmagenta,1970
#B1523C,7230,0.01530307712496878,9.0,firebrick,1970
#A5A9CC,4693,0.009933242178074479,10.0,lavender,1970
#C19298,4663,0.009869743932742658,11.0,rosybrown,1970
#D2B2BD,4565,0.009662316331325378,12.0,pink,1970
#845156,4367,0.009243227912135362,13.0,indianred,1970
#925042,3704,0.007839916690302125,14.0,brown,1970
#56362B,2638,0.005583612372844764,15.0,maroon,1970
#53405E,1455,0.0030796648985933024,16.0,purple,1970
#5A609A,1281,0.0027113750756687423,17.0,royalblue,1970
#EAD6DF,1124,0.0023790675917655475,18.0,lavenderblush,1970
#AD666C,747,0.0015811063087623346,19.0,indianred,1970
#354332,571,0.00120858326948232,20.0,darkgreen,1970
#35171F,511,0.0010815867788186787,21.0,navy,1970
#5F2511,475,0.001005388884420494,22.0,maroon,1970
#B56A55,443,0.0009376574227332185,23.0,darksalmon,1970
#60688F,428,0.0009059083000673081,24.0,royalblue,1970
#DDD1D3,232380,0.4006261615538185,1.0,lavenderblush,1971
#0D0301,148651,0.25627626964943917,2.0,navy,1971
#C8B8AB,65086,0.11220911589160786,3.0,linen,1971
#A29A97,43954,0.07577727130104371,4.0,seashell,1971
#706866,30061,0.051825557459632236,5.0,sienna,1971
#260D06,9505,0.016386744408163546,6.0,maroon,1971
#2F2524,9216,0.015888504625527117,7.0,maroon,1971
#BEA183,8647,0.014907541178052625,8.0,tan,1971
#4A413C,8058,0.013892097468803983,9.0,saddlebrown,1971
#FAF3ED,6157,0.010614748587171274,10.0,seashell,1971
#907F6F,5886,0.010147541040131576,11.0,tan,1971
#5D442E,3120,0.005378920836766993,12.0,saddlebrown,1971
#49271E,2775,0.00478413632116295,13.0,maroon,1971
#E9D7C1,2414,0.00416176759613959,14.0,antiquewhite,1971
#7F634B,825,0.0014223107981835798,15.0,saddlebrown,1971
#778288,810,0.0013964506018529692,16.0,slategray,1971
#AB7F5C,724,0.0012481854762241354,17.0,peru,1971
#B1B5BE,589,0.0010154437092486407,18.0,aliceblue,1971
#967D83,357,0.000615472672668531,19.0,rosybrown,1971
#8B625E,250,0.0004310032721768424,20.0,rosybrown,1971
#E0C49D,188,0.00032411446067698546,21.0,tan,1971
#845333,164,0.0002827381465480086,22.0,saddlebrown,1971
#54515C,117,0.00020170953137876223,23.0,darkslateblue,1971
#C7A8B0,108,0.0001861934135803959,24.0,pink,1971
#D2D3B3,76039,0.15322257261745237,1.0,lightgoldenrodyellow,1972
#6C8087,68337,0.13770263871117247,2.0,slategray,1972
#302D3E,67894,0.13680997047948174,3.0,midnightblue,1972
#445E6F,57005,0.1148680644413771,4.0,slategray,1972
#1C1735,55326,0.11148479139169597,5.0,midnightblue,1972
#9B9A88,50172,0.10109921110696905,6.0,beige,1972
#4F464B,17817,0.03590218935447795,7.0,purple,1972
#95A9B2,16720,0.033691676825889395,8.0,lightblue,1972
#6A393C,15608,0.03145093851067474,9.0,brown,1972
#747668,11121,0.022409398204588274,10.0,darkolivegreen,1972
#BCB28F,11100,0.022367082103311738,11.0,darkkhaki,1972
#3A445F,8332,0.01678941694457598,12.0,royalblue,1972
#B89077,6398,0.012892305522251216,13.0,peru,1972
#BDBBAE,6076,0.012243458636011003,14.0,ivory,1972
